 Store_Id,OPENDATE,date_super,conversion,st,county,STREETADDR,STRCITY,STRSTATE,ZIPCODE,type_store,LAT,LON,MONTH,DAY,YEAR
623,8/21/1984,3/1/1996,1,12,71,545 PINE ISLAND RD,N. Ft. Meyers,FL,33903,Supercenter,26.698526,-81.9178,8,21,1984
2484,8/13/1997,8/13/1997,1,12,51,1005 WEST SUGARLAND HWY,Clewiston,FL,33440,Supercenter,26.714088,-80.9973,8,13,1997
1541,2/27/1991,10/16/2002,1,12,99,9990 BELVEDERE ROAD,West Palm Beach,FL,33411,Supercenter,26.719596,-80.22077,2,27,1991
1874,2/2/1993,4/6/2005,1,12,15,2931 SOUTH MCCALL ROAD,Englewood,FL,34224,Supercenter,26.925265,-82.29693,2,2,1993
721,1/22/1985,3/1/1995,1,12,15,19100 MURDOCK CIRCLE,Port Charlotte,FL,33948,Supercenter,26.984486,-82.14859,1,22,1985
769,6/4/1985,3/1/1995,1,12,115,4150 S TAMIAMI TRAIL,Venice,FL,34293,Supercenter,27.055013,-82.3973,6,4,1985
1087,11/17/1987,1/25/2006,1,12,85,4001 SE FEDERAL HWY,Stuart,FL,34997,Supercenter,27.136003,-80.21686,11,17,1987
5264,10/26/2005,10/26/2005,0,12,115,13140 SOUTH TAMIAMI TRAIL,Osprey,FL,34229,Supercenter,27.187829,-82.48539,10,26,2005
814,7/16/1985,3/1/1999,1,12,93,2101 SOUTH PARROT AVE,Okeechobee,FL,34974,Supercenter,27.1944,-80.84644,7,16,1985
811,7/16/1985,3/19/2003,1,12,27,2725 SOUTHEAST HWY 70,Arcadia,FL,34266,Supercenter,27.201006,-81.87196,7,16,1985
929,8/19/1986,10/16/2002,1,12,111,10855 SO. US HWY 1,Port St. Lucie,FL,34952,Supercenter,27.291694,-80.29691,8,19,1986
3527,1/21/2004,1/21/2004,0,12,111,1675 ST. LUCIE WEST BLVD,St. Lucie,FL,34986,Supercenter,27.341158,-80.39786,1,21,2004
528,5/17/1983,3/1/1997,1,12,81,2911 53RD AVENUE EAST,Brandenton,FL,34203,Supercenter,27.448369,-82.52324,5,17,1983
973,8/18/1987,3/1/1998,1,12,111,5100 OKEECHOBEE ROAD,Fort Pierce,FL,34947,Supercenter,27.448688,-80.36247,8,18,1987
1004,3/31/1987,3/1/1996,1,12,81,5315 CORTEZ RD WEST,Brandenton,FL,34210,Supercenter,27.455543,-82.63372,3,31,1987
666,11/29/1984,3/1/1998,1,12,55,3525 US HWY 27 NORTH,Sebring,FL,33870,Supercenter,27.483817,-81.42131,11,29,1984
3474,7/21/2004,7/21/2004,0,12,81,6225 EAST STATE ROAD 64,Brandenton,FL,34208,Supercenter,27.486448,-82.535,7,21,2004
442,4/20/1982,3/1/1996,1,48,273,1133 E GEN'L CAVAZOS BLVD,Kingsville,TX,78363,Supercenter,27.496472,-97.86808,4,20,1982
3518,7/17/2002,7/17/2002,1,48,479,2320 BOB BULLOCK LOOP,Laredo (SE),TX,78043,Supercenter,27.538658,-99.38274,7,17,2002
759,10/16/1984,7/18/2001,1,12,49,1480 US HWY 17 N,Wauchula,FL,33873,Supercenter,27.541676,-81.8127,10,16,1984
931,9/2/1986,3/1/1997,1,12,61,5555 20TH STREET,Vero Beach,FL,32966,Supercenter,27.645377,-80.51468,9,2,1986
791,7/16/1985,5/19/2004,1,48,249,2701 EAST MAIN,Alice,TX,78332,Supercenter,27.737965,-98.09302,7,16,1985
5218,1/26/2005,1/26/2005,0,12,103,3501 34TH STREET SOUTH,St. Petersburg,FL,33711,Supercenter,27.750655,-82.6882,1,26,2005
470,10/5/1982,3/1/1996,1,48,355,1821 SOUTH PADRE ISLAND DR,Corpus Christi,TX,78416,Supercenter,27.752356,-97.43465,10,5,1982
1068,10/20/1987,3/1/1995,1,12,61,2001 US HIGHWAY 1,Sebastian,FL,32958,Supercenter,27.78783,-80.48266,10,20,1987
1390,6/27/1990,3/1/2002,1,12,103,8001 US HWY 19 NORTH,Pinellas Park,FL,33781,Supercenter,27.839802,-82.71094,6,27,1990
464,10/5/1982,3/1/1994,1,48,355,3829 US HWY 77,Corpus Christi,TX,78410,Supercenter,27.846568,-97.59435,10,5,1982
5035,10/29/2003,10/29/2003,0,12,105,6745 NORTH CHURCH AVE,Mulberry,FL,33860,Supercenter,27.884256,-81.97697,10,29,2003
5460,1/26/2005,1/26/2005,0,48,409,2000 US HIGHWAY 181,Portland,TX,78374,Supercenter,27.884565,-97.32054,1,26,2005
580,11/29/1983,3/1/1997,1,12,105,1050 VAN FLEET DRIVE,Bartow,FL,33830,Supercenter,27.894991,-81.82638,11,29,1983
2387,11/1/1995,3/12/2003,1,12,57,11110 CAUSEWAY BLVD,Brandon (W),FL,33511,Supercenter,27.911201,-82.2948,11,1,1995
3463,8/14/2002,8/14/2002,0,12,57,1208 EAST BRANDON BLVD,Brandon (E),FL,33511,Supercenter,27.911201,-82.2948,8,14,2002
458,11/2/1982,3/14/2001,1,48,409,2501 WEST WHEELER,Aransas Pass,TX,78336,Supercenter,27.915764,-97.15436,11,2,1982
859,11/12/1985,3/1/1999,1,12,105,2000 STATE ROAD 60 EAST,Lake Wales,FL,33898,Supercenter,27.918187,-81.493521,11,12,1985
3347,1/23/2006,1/23/2006,0,12,105,7450 Cypress Gardens Blvd,Winter Haven,FL,33884,Supercenter,27.997387,-81.68256,1,23,2006
5220,1/21/2004,1/21/2004,0,12,57,8220 NORTH DALE MABRY HIGHWAY,Tampa,FL,33614,Supercenter,28.006247,-82.50632,1,21,2004
5455,8/24/2005,8/24/2005,0,12,9,1040 MALABAR ROAD S.E.,Palm Bay,FL,32907,Supercenter,28.012241,-80.67729,8,24,2005
547,10/4/1983,3/1/1997,1,12,57,2602 JIM REDMAN PARKWAY,Plant City,FL,33566,Supercenter,28.013755,-82.11685,10,4,1983
2796,10/24/2001,10/24/2001,1,12,103,3801 TAMPA ROAD,Oldsmar,FL,34677,Supercenter,28.042799,-82.67737,10,24,2001
440,8/31/1982,10/27/2004,1,48,7,2401 HWY 35 NORTH,Rockport,TX,78382,Supercenter,28.047744,-97.04818,8,31,1982
718,11/13/1984,5/19/2004,1,12,105,2120 US HWY 92 WEST,Auburndale,FL,33823,Supercenter,28.068865,-81.80267,11,13,1984
5036,10/29/2003,10/29/2003,0,12,57,6192 GUNN HIGHWAY,Tampa,FL,33625,Supercenter,28.069755,-82.55734,10,29,2003
974,11/11/1986,3/1/1998,1,12,9,845 PALM BAY ROAD,Melbourne,FL,32904,Supercenter,28.073891,-80.67167,11,11,1986
5250,8/20/2004,8/20/2004,0,12,97,904 CYPRESS PARKWAY,Poinciana Place,FL,34759,Supercenter,28.094144,-81.48395,8,20,2004
725,10/16/1984,3/1/1999,1,12,105,36205 US HIGHWAY 27,Haines City,FL,33844,Supercenter,28.101527,-81.6235,10,16,1984
2740,10/11/2000,10/11/2000,1,12,57,19910 BRUCE B. DOWNS ROAD,Tampa,FL,33647,Supercenter,28.127973,-82.36123,10,11,2000
1245,2/2/1989,3/1/2000,1,12,105,5800 N. HWY 98,Lakeland,FL,33809,Supercenter,28.128494,-81.95625,2,2,1989
1702,3/3/1992,3/1/1998,1,12,9,1000 NORTH WICKHAM R,Melbourne,FL,32935,Supercenter,28.13926,-80.65077,3,3,1992
994,2/3/1987,3/1/2002,1,12,101,8745 STATE ROAD 54,New Port Richey,FL,34655,Supercenter,28.209833,-82.66973,2,3,1987
3538,9/18/2002,9/18/2002,0,12,9,8500 NORTH WICKHAM ROAD,Viera,FL,32940,Supercenter,28.21981,-80.69402,9,18,2002
706,8/31/1984,9/18/2002,1,12,101,7631 GALL BOULEVARD,Zephyrhills,FL,33540,Supercenter,28.235313,-82.16868,8,31,1984
1086,10/20/1987,3/1/1996,1,12,97,4400 13TH ST.,Saint Cloud,FL,34769,Supercenter,28.24934,-81.28749,10,20,1987
817,10/8/1985,3/1/1996,1,12,97,4444 WEST VINE,Kissimmee,FL,34746,Supercenter,28.287883,-81.46862,10,8,1985
5420,5/25/2005,5/25/2005,0,12,97,3250 VINELAND ROAD,Kissimmee (W Poinci),FL,34746,Supercenter,28.287883,-81.46862,5,25,2005
1085,9/1/1987,3/14/2001,1,12,101,8701 US HWY 19,Port Richey,FL,34668,Supercenter,28.30073,-82.69698,9,1,1987
2881,7/18/2001,7/18/2001,0,12,97,1471 EAST OSCEOLA PARKWAY,Kissimmee (E),FL,34744,Supercenter,28.308979,-81.37594,7,18,2001
771,5/21/1985,3/1/1995,1,12,9,1500 E MERRITT ISLAND CSWY,Merritt Island,FL,32952,Supercenter,28.350373,-80.6691,5,21,1985
174,10/15/1985,1/26/2005,1,12,9,2700 CLEARLAKE ROAD,Rockledge,FL,32922,Supercenter,28.366284,-80.74196,10,15,1985
908,7/15/1986,3/1/1999,1,12,95,8101 SOUTH JOHN YOUNG PARKWAY,Orlando,FL,32819,Supercenter,28.463509,-81.47514,7,15,1986
967,9/16/1986,4/16/2003,1,12,53,1485 COMMERCIAL WAY,Springhill,FL,34606,Supercenter,28.470236,-82.59741,9,16,1986
1220,4/3/1989,8/22/2001,1,12,95,2500 SO. KIRKMAN RD,Orlando,FL,32811,Supercenter,28.52493,-81.43994,4,3,1989
5299,10/27/2004,10/27/2004,0,12,69,600 US HIGHWAY 27,Orlando (27 & 192),FL,34711,Supercenter,28.545742,-81.74805,10,27,2004
2695,1/27/2006,1/27/2006,0,12,69,1450 Johns Lake Rd,Clermont,FL,34711,Supercenter,28.545742,-81.74805,1,27,2006
1213,10/3/1988,3/1/1996,1,12,53,13300 CORTEZ BLVD,Brooksville,FL,34613,Supercenter,28.555346,-82.53601,10,3,1988
649,8/21/1984,3/1/1996,1,12,9,3175 CHENEY HWY,Titusville,FL,32780,Supercenter,28.564077,-80.81695,8,21,1984
3526,10/30/2002,10/30/2002,0,12,53,7305 BROAD STREET,Brooksville (E),FL,34601,Supercenter,28.566183,-82.38002,10,30,2002
942,7/15/1986,8/14/2002,1,12,95,10500 WEST COLONIAL DRIVE,Ocoee,FL,34761,Supercenter,28.574628,-81.52946,7,15,1986
890,5/20/1986,3/1/1999,1,12,95,11250 E. COLONIAL DR,Orlando,FL,32817,Supercenter,28.591692,-81.24717,5,20,1986
1098,11/17/1987,5/18/2005,1,48,57,400 TINEY BROWNING BLVD,Port Lavaca,TX,77979,Supercenter,28.604717,-96.63023,11,17,1987
955,9/2/1986,3/1/1998,1,12,95,1700 S ORG BLSMTRAIL,Apopka,FL,32703,Supercenter,28.658395,-81.50319,9,2,1986
959,9/9/1986,10/16/2002,1,12,119,2163 WEST C 48,Bushnell,FL,33513,Supercenter,28.663132,-82.14042,9,9,1986
943,9/30/1986,5/11/2005,1,12,117,"1241 STATE ROAD 436, UNIT 101",Casselberry,FL,32707,Supercenter,28.665125,-81.31772,9,30,1986
461,8/17/1982,10/30/2002,1,48,323,496 SOUTH BIBB ST.,Eagle Pass,TX,78852,Supercenter,28.716242,-100.48058,8,17,1982
857,10/1/1985,5/22/2002,1,12,117,3653 ORLANDO DR,Sanford,FL,32773,Supercenter,28.769173,-81.27631,10,1,1985
705,9/18/1984,3/1/1997,1,12,69,17030 US HWY 441,Mount Dora,FL,32757,Supercenter,28.786272,-81.64475,9,18,1984
800,9/10/1985,3/1/1998,1,12,69,2501 N CITRUS BLVD,Leesburg,FL,34748,Supercenter,28.797245,-81.88466,9,10,1985
3207,1/21/2004,1/21/2004,0,12,117,1601 RINEHART ROAD,Sanford,FL,32771,Supercenter,28.803979,-81.28761,1,21,2004
1104,10/20/1987,8/20/2003,1,12,17,2461 E GULF TO LAKES HWY,Inverness,FL,34453,Supercenter,28.865761,-82.35982,10,20,1987
330,11/11/1980,3/1/1994,1,48,469,9002 NORTH NAVARRO,Victoria,TX,77904,Supercenter,28.873664,-97.00715,11,11,1980
563,10/18/1983,3/14/2001,1,12,127,2400 VETERANS MEMORIAL PRKWY,Orange City,FL,32763,Supercenter,28.945857,-81.30512,10,18,1983
757,10/2/1984,3/1/1999,1,48,13,2151 WEST OAKLAWN,Pleasanton,TX,78064,Supercenter,28.958803,-98.4639,10,2,1984
2843,6/14/2000,6/14/2000,1,12,83,17861 SO. U.S. HWY 441,Summerfield,FL,34491,Supercenter,28.991135,-82.02658,6,14,2000
860,12/31/1985,10/29/2003,1,12,127,1699 NO. WOODLAND BLVD,Deland,FL,32720,Supercenter,29.021782,-81.33352,12,31,1985
808,11/12/1985,3/1/1994,1,48,39,121 HWY 332 WEST,Lake Jackson,TX,77566,Supercenter,29.036879,-95.44103,11,12,1985
960,9/9/1986,10/16/2002,1,12,83,11012 NO. WILLIAMS ST.,Dunnellon,FL,34432,Supercenter,29.060092,-82.35195,9,9,1986
582,11/29/1983,3/1/1998,1,12,127,1590 DUNLAWTON AVE,Port Orange,FL,32127,Supercenter,29.116361,-80.98175,11,29,1983
5326,10/20/2004,10/20/2004,0,12,83,9570 SW HIGHWAY 200,Ocala (SW),FL,34481,Supercenter,29.124611,-82.32271,10,20,2004
1391,2/24/1990,10/29/2003,1,12,127,1101 BEVILLE ROAD,Daytona Beach,FL,32119,Supercenter,29.153239,-81.02229,2,24,1990
697,10/16/1984,4/18/2001,1,12,83,2600 SW 19TH AVE,Ocala,FL,34474,Supercenter,29.166186,-82.17027,10,16,1984
527,5/3/1983,3/1/1994,1,48,39,1801 N VELASCO,Angleton,TX,77515,Supercenter,29.16866,-95.44541,5,3,1983
344,10/20/1981,3/17/2004,1,48,481,3413 WEST LOOP,El Campo,TX,77437,Supercenter,29.197701,-96.2774,10,20,1981
1847,9/30/1992,3/1/1997,1,12,83,4980 EAST SILVER SPRINGS BLVD,Ocala,FL,34470,Supercenter,29.198704,-82.10556,9,30,1992
782,8/20/1985,10/27/2004,1,48,463,3100 EAST MAIN,Uvalde,TX,78801,Supercenter,29.252882,-99.8165,8,20,1985
504,8/2/1983,3/1/1995,1,48,167,6702 SEAWALL BLVD,Galveston,TX,77551,Supercenter,29.279937,-94.82683,8,2,1983
613,4/3/1984,3/1/1996,1,12,127,1521 W GRANADA BLVD,Ormond Beach,FL,32174,Supercenter,29.284924,-81.10296,4,3,1984
5246,1/21/2004,1/21/2004,0,48,481,1255 HIGHWAY 59 LOOP,Wharton,TX,77488,Supercenter,29.307347,-96.09055,1,21,2004
1313,8/31/1989,4/14/2004,1,48,29,1200 S.E. MILITARY DRIVE,San Antonio (S),TX,78214,Supercenter,29.363335,-98.49049,8,31,1989
529,7/1/1983,4/16/2003,1,48,167,6410 I 45,Texas City,TX,77568,Supercenter,29.366684,-94.97392,7,1,1983
447,11/16/1982,5/15/2002,1,48,465,2410 DODSON ST,Del Rio,TX,78840,Supercenter,29.404267,-100.88116,11,16,1982
462,10/5/1982,5/16/2001,1,48,39,400 SOUTH BYPASS 35,Alvin,TX,77511,Supercenter,29.41148,-95.24475,10,5,1982
3279,9/18/2002,9/18/2002,0,48,29,2100 LOOP 410 SE,San Antonio (SE),TX,78220,Supercenter,29.411583,-98.41833,9,18,2002
2239,1/31/1995,5/18/2005,1,48,29,8923 W. MILITARY DRIVE,San Antonio,TX,78245,Supercenter,29.412338,-98.70484,1,31,1995
502,7/1/1983,3/1/1995,1,22,57,16759 HWY 3235,Galliano,LA,70354,Supercenter,29.435146,-90.30479,7,1,1983
1297,5/2/1989,3/1/1995,1,12,75,2201 NO. YOUNG BLVD,Chiefland,FL,32626,Supercenter,29.453178,-82.86837,5,2,1989
1347,8/31/1989,10/29/2003,1,48,29,1430 AUSTIN HIGHWAY,San Antonio,TX,78209,Supercenter,29.48618,-98.4568,8,31,1989
1182,3/1/1988,3/1/1996,1,12,35,174 CYPRESS POINT PRKWY,Palm Coast,FL,32164,Supercenter,29.499591,-81.22328,3,1,1988
5144,10/29/2003,10/29/2003,0,48,29,8315 FM 78,San Antonio,TX,78109,Supercenter,29.50198,-98.30582,10,29,2003
5146,1/21/2004,1/21/2004,0,48,29,8030 BANDERA ROAD,San Antonio,TX,78250,Supercenter,29.510204,-98.66784,1,21,2004
5145,10/29/2003,10/29/2003,0,48,29,1603 VANCE JACKSON ROAD,San Antonio,TX,78213,Supercenter,29.510562,-98.52203,10,29,2003
1062,10/1/1987,3/1/2002,1,48,201,150 W. EL DORADO BLVD,Webster,TX,77546,Supercenter,29.516873,-95.19472,10,1,1987
2864,6/14/2000,6/14/2000,1,48,29,6703 EAST LESLIE ROAD,San Antonio,TX,78254,Supercenter,29.523294,-98.74504,6,14,2000
3298,3/2/2002,3/2/2002,0,48,167,255 FM 518,Kemah,TX,77565,Supercenter,29.541285,-95.02996,3,2,2002
3572,3/19/2003,3/19/2003,0,48,39,10505 BROADWAY,Houston,TX,77584,Supercenter,29.543654,-95.34036,3,19,2003
3483,9/18/2002,9/18/2002,0,22,109,933 GRAND CAILLOU ROAD,Houma (E),LA,70363,Supercenter,29.560581,-90.6903,9,18,2002
872,4/1/1986,9/14/2005,1,48,39,1919 NORTH MAIN,Pearland,TX,77581,Supercenter,29.56218,-95.26982,4,1,1986
3510,9/18/2002,9/18/2002,0,48,39,1710 BROADWAY STREET,Pearland (E),TX,77581,Supercenter,29.56218,-95.26982,9,18,2002
2505,8/28/1996,3/1/2002,1,48,157,5501 HWY 6,Missouri City,TX,77459,Supercenter,29.564347,-95.54762,8,28,1996
901,3/18/1986,3/1/1995,1,48,187,550 SOUTH 123 BYPASS,Sequin,TX,78155,Supercenter,29.56478,-97.96283,3,18,1986
2599,3/18/1998,8/29/2001,1,48,29,5555 DE ZAVALA ROAD,San Antonio,TX,78249,Supercenter,29.569934,-98.61282,3,18,1998
3391,3/23/2005,3/23/2005,0,48,187,6102 FM 3009,Schertz,TX,78154,Supercenter,29.577359,-98.2787,3,23,2005
765,11/29/1984,3/1/2002,1,48,29,16503 NACOGDOCHES ROAD,San Antonio,TX,78247,Supercenter,29.581304,-98.40889,11,29,1984
546,10/4/1983,3/1/1993,1,48,157,5330 FM1640,Richmond,TX,77469,Supercenter,29.584172,-95.747,10,4,1983
542,5/17/1983,3/1/1996,1,22,109,1633 MARTIN LUTHER KING BLVD,Houma,LA,70360,Supercenter,29.593377,-90.7475,5,17,1983
915,8/5/1986,3/1/1999,1,48,157,11210 W AIRPORT BLVD,Stafford,TX,77477,Supercenter,29.626187,-95.57145,8,5,1986
2993,2/28/2001,2/28/2001,1,48,157,345 HWY 6,Sugar Land,TX,77478,Supercenter,29.627737,-95.62444,2,28,2001
3425,1/27/2006,1/27/2006,0,48,201,9598 Rowlett Rd,Houston,TX,77034,Supercenter,29.63643,-95.21789,1,27,2006
1198,10/3/1988,3/1/2002,1,48,29,1515 N FM 1604 EAST,San Antonio,TX,78258,Supercenter,29.649797,-98.50406,10,3,1988
752,3/20/1984,10/27/2004,1,48,201,5200 FAIRMONT PKWY.,Pasadena,TX,77505,Supercenter,29.650492,-95.14632,3,20,1984
551,10/23/1984,10/16/2002,1,12,107,1024 SO. STATE ROAD 19,Palatka,FL,32177,Supercenter,29.666218,-81.67401,10,23,1984
5116,8/20/2003,8/20/2003,0,48,201,9025 SPENCER HIGHWAY,Deer Park,TX,77571,Supercenter,29.666781,-95.04487,8,20,2003
3302,11/2/2005,11/2/2005,0,48,201,9460 W Sam Houston Pkwy S,Houston,TX,77099,Supercenter,29.668489,-95.5869,11,2,2005
540,5/17/1983,3/1/1995,1,22,101,973 HWY 90 EAST,Bayou Vista,LA,70380,Supercenter,29.694806,-91.18252,5,17,1983
865,1/21/1986,3/1/1996,1,48,91,1209 IH 35 SOUTH,New Braunfalls,TX,78130,Supercenter,29.699844,-98.10754,1,21,1986
2724,9/15/1999,9/15/1999,1,48,201,1107 SOUTH SHAVER STREET,Pasadena,TX,77506,Supercenter,29.705678,-95.20216,9,15,1999
772,10/22/1985,10/29/2003,1,48,201,3506 S. HWY 6 SOUTH,Houston,TX,77082,Supercenter,29.722704,-95.6314,10,22,1985
2066,7/26/1994,5/22/2002,1,48,201,2727 DUNVALE ROAD,Westheimer,TX,77063,Supercenter,29.734379,-95.52269,7,26,1994
194,1/22/1985,7/18/2001,1,48,201,4900 GARTH ROAD,Baytown,TX,77520,Supercenter,29.74877,-94.94389,1,22,1985
3296,1/23/2002,1/23/2002,0,48,201,2700 SOUTH KIRKWOOD DRIVE,Houston (Andrau),TX,77077,Supercenter,29.750897,-95.61255,1,23,2002
3226,3/14/2001,3/14/2001,0,48,201,25108 MARKET PLACE DRIVE,Houston (Katy Mills),TX,77494,Supercenter,29.760833,-95.81104,3,14,2001
3500,9/18/2002,9/18/2002,0,48,201,5655 EAST SAM HOUSTON PKWY N,Houston (Wallisvl),TX,77015,Supercenter,29.778526,-95.18118,9,18,2002
1016,4/28/1987,3/1/2000,1,22,57,410 N CANAL BLVD,Thibodaux,LA,70301,Supercenter,29.797776,-90.81809,4,28,1987
579,11/29/1983,3/1/1997,1,12,109,2355 US HWY 1SOUTH,St. Augustine,FL,32086,Supercenter,29.811123,-81.30987,11,29,1983
768,10/23/1984,5/23/2001,1,48,201,1313 FRY ROAD,Katy,TX,77449,Supercenter,29.825908,-95.7301,10,23,1984
1126,11/17/1987,8/14/2002,1,48,259,1381 SO. MAIN STREET,Boerne,TX,78006,Supercenter,29.851666,-98.72932,11,17,1987
911,6/10/1986,4/16/2003,1,22,51,4810 LAPALCO BLVD,Harvey,LA,70072,Supercenter,29.869283,-90.10933,6,10,1986
404,3/2/1982,3/1/1996,1,48,209,1015 HWY 80,San Marcos,TX,78666,Supercenter,29.876944,-97.94668,3,2,1982
2706,1/26/2000,1/26/2000,1,22,51,1501 MANHATTAN BLVD,Gretna,LA,70058,Supercenter,29.878578,-90.06903,1,26,2000
1279,5/2/1989,3/1/2000,1,48,201,10411 N FREEWAY 45,Houston,TX,77037,Supercenter,29.885451,-95.39552,5,2,1989
1040,8/4/1987,3/19/2003,1,48,201,15955 FM 529 ROAD,Houston,TX,77095,Supercenter,29.896656,-95.64842,8,4,1987
2913,1/24/2001,1/24/2001,1,22,89,13001 HWY 90,Boutte,LA,70039,Supercenter,29.900075,-90.38655,1,24,2001
522,3/20/1984,4/14/2004,1,48,201,14215 FM 2100,Crosby,TX,77532,Supercenter,29.920121,-95.07327,3,20,1984
408,7/13/1982,2/20/2002,1,48,245,8585 MEMORIAL BLVD,Nederland,TX,77642,Supercenter,29.921564,-93.92694,7,13,1982
449,5/3/1983,5/21/2003,1,48,245,4999 TWIN CITY HWY,Groves,TX,77642,Supercenter,29.921564,-93.92694,5,3,1983
3297,9/19/2001,9/19/2001,1,48,201,12353 FM 1960 WEST,Houston (WNW),TX,77065,Supercenter,29.927675,-95.60547,9,19,2001
1283,2/2/1989,10/26/2005,1,12,7,14500 US HWY 301 SO.,Starke,FL,32091,Supercenter,29.937512,-82.11706,2,2,1989
5022,8/25/2004,8/25/2004,0,22,71,1901 TCHOUPITOULAS STREET,New Orleans (HRI),LA,70130,Supercenter,29.938005,-90.07195,8,25,2004
1163,3/1/1988,3/20/2002,1,22,71,4001 BEHRMAN,Gretna,LA,70114,Supercenter,29.938155,-90.03667,3,1,1988
309,10/28/1980,3/14/2001,1,22,113,3005 CHARITY ST,Abbeville,LA,70510,Supercenter,29.943573,-92.14872,10,28,1980
